The amount of steps is wrong: 12001 is not 0
  In (0,29), the ground is expected to be white, but it is black.
  In (58,12), the ground is expected to be white, but it is black.
  In (58,14), the ground is expected to be black, but it is white.
  In (58,21), the ground is expected to be black, but it is white.
  In (58,24), the ground is expected to be black, but it is white.
  In (58,26), the ground is expected to be black, but it is white.
  In (58,27), the ground is expected to be white, but it is black.
  In (58,28), the ground is expected to be black, but it is white.
  In (58,30), the ground is expected to be white, but it is black.
  In (58,34), the ground is expected to be white, but it is black.
  In (58,35), the ground is expected to be white, but it is black.
  In (58,37), the ground is expected to be white, but it is black.
  In (59,6), the ground is expected to be white, but it is black.
  In (59,7), the ground is expected to be white, but it is black.
  In (59,9), the ground is expected to be black, but it is white.
  In (59,12), the ground is expected to be black, but it is white.
  In (59,13), the ground is expected to be white, but it is black.
  In (59,15), the ground is expected to be black, but it is white.
  In (59,16), the ground is expected to be white, but it is black.
  In (59,18), the ground is expected to be white, but it is black.
  In (59,19), the ground is expected to be black, but it is white.
  In (59,20), the ground is expected to be black, but it is white.
  In (59,21), the ground is expected to be white, but it is black.
  In (59,25), the ground is expected to be black, but it is white.
  In (59,30), the ground is expected to be black, but it is white.
  In (59,31), the ground is expected to be white, but it is black.
  In (59,32), the ground is expected to be white, but it is black.
  In (59,33), the ground is expected to be black, but it is white.
  In (59,34), the ground is expected to be white, but it is black.
  In (59,35), the ground is expected to be white, but it is black.
  In (59,36), the ground is expected to be white, but it is black.
  In (59,37), the ground is expected to be white, but it is black.
  In (60,1), the ground is expected to be white, but it is black.
  In (60,2), the ground is expected to be black, but it is white.
  In (60,5), the ground is expected to be white, but it is black.
  In (60,7), the ground is expected to be black, but it is white.
  In (60,11), the ground is expected to be black, but it is white.
  In (60,13), the ground is expected to be white, but it is black.
  In (60,14), the ground is expected to be black, but it is white.
  In (60,16), the ground is expected to be black, but it is white.
  In (60,17), the ground is expected to be black, but it is white.
  In (60,19), the ground is expected to be black, but it is white.
  In (60,24), the ground is expected to be black, but it is white.
  In (60,25), the ground is expected to be black, but it is white.
  In (60,27), the ground is expected to be black, but it is white.
  In (60,28), the ground is expected to be white, but it is black.
  In (60,30), the ground is expected to be white, but it is black.
  In (60,31), the ground is expected to be white, but it is black.
  In (60,33), the ground is expected to be white, but it is black.
  In (60,34), the ground is expected to be black, but it is white.
  In (60,35), the ground is expected to be white, but it is black.
  In (60,36), the ground is expected to be white, but it is black.
  In (61,1), the ground is expected to be white, but it is black.
  In (61,2), the ground is expected to be black, but it is white.
  In (61,7), the ground is expected to be black, but it is white.
  In (61,11), the ground is expected to be white, but it is black.
  In (61,13), the ground is expected to be black, but it is white.
  In (61,14), the ground is expected to be black, but it is white.
  In (61,18), the ground is expected to be white, but it is black.
  In (61,19), the ground is expected to be black, but it is white.
  In (61,20), the ground is expected to be black, but it is white.
  In (61,23), the ground is expected to be white, but it is black.
  In (61,28), the ground is expected to be white, but it is black.
  In (61,29), the ground is expected to be black, but it is white.
  In (61,32), the ground is expected to be black, but it is white.
  In (61,34), the ground is expected to be black, but it is white.
  In (61,35), the ground is expected to be white, but it is black.
  In (61,36), the ground is expected to be white, but it is black.
  In (62,2), the ground is expected to be black, but it is white.
  In (62,3), the ground is expected to be black, but it is white.
